X,Y,id,name
22.9248712,40.6509492,15695557,Χρήστου Ράπτη
22.9248924,40.650984,15695557,Χρήστου Ράπτη
22.9245512,40.6516284,15695557,Χρήστου Ράπτη
22.9245382,40.6516543,15695557,Χρήστου Ράπτη
22.9243484,40.6520317,15695557,Χρήστου Ράπτη
22.9244975,40.6519866,15695565,Πατριάρχου Γρηγορίου Ε'
22.9249981,40.6526136,15695565,Πατριάρχου Γρηγορίου Ε'
22.9254876,40.6532831,15695565,Πατριάρχου Γρηγορίου Ε'
22.9311038,40.6519369,15695637,Αγίας Παρασκευής
22.9304674,40.6513307,15695637,Αγίας Παρασκευής
22.9300647,40.6509438,15695637,Αγίας Παρασκευής
22.9296835,40.6505752,15695637,Αγίας Παρασκευής
22.9307428,40.6500695,15695650,Κρήτης
22.9307449,40.6501366,15695650,Κρήτης
22.9307442,40.6504207,15695650,Κρήτης
22.930731,40.6504438,15695650,Κρήτης
22.9300647,40.6509438,15695650,Κρήτης
22.9293215,40.6514927,15695650,Κρήτης
22.9297593,40.6517536,15695664,Κιλκίς
22.9293215,40.6514927,15695664,Κιλκίς
22.9292447,40.6514519,15695664,Κιλκίς
22.9288839,40.6512587,15695664,Κιλκίς
22.9283476,40.6509446,15695664,Κιλκίς
22.9282261,40.6508625,15695664,Κιλκίς
22.9288839,40.6512587,15695709,Αγίου Παντελεήμωνος
22.9296835,40.6505752,15695709,Αγίου Παντελεήμωνος
22.9298011,40.6504535,15695709,Αγίου Παντελεήμωνος
22.9298507,40.6502407,15695709,Αγίου Παντελεήμωνος
22.929873,40.6501211,15695709,Αγίου Παντελεήμωνος
22.921847,40.65073,15695760,Θεμιστοκλέους
22.9225803,40.6509007,15695760,Θεμιστοκλέους
22.9235184,40.6509168,15695760,Θεμιστοκλέους
22.9240451,40.6508662,15695760,Θεμιστοκλέους
22.9209399,40.6501002,15695803,Θρασύβουλου
22.9211161,40.6503162,15695803,Θρασύβουλου
22.9213135,40.6505831,15695803,Θρασύβουλου
22.9213907,40.6508957,15695803,Θρασύβουλου
22.9217426,40.6509673,15695803,Θρασύβουλου
22.9225973,40.6511277,15695803,Θρασύβουλου
22.9214102,40.6498153,15695859,Ζωοδόχου Πηγής
22.9217016,40.650033,15695859,Ζωοδόχου Πηγής
22.9217874,40.6501437,15695859,Ζωοδόχου Πηγής
22.9219505,40.6504042,15695859,Ζωοδόχου Πηγής
22.921847,40.65073,15695859,Ζωοδόχου Πηγής
22.9217426,40.6509673,15695859,Ζωοδόχου Πηγής
22.9216639,40.6511992,15695859,Ζωοδόχου Πηγής
22.9215789,40.6514129,15695859,Ζωοδόχου Πηγής
22.9215789,40.6514597,15695859,Ζωοδόχου Πηγής
22.9214632,40.6519516,15695873,Επτανήσου
22.9226262,40.6518957,15695873,Επτανήσου
22.9235602,40.6517664,15695873,Επτανήσου
22.923965,40.6516998,15695873,Επτανήσου
22.9215789,40.6514597,15695918,Κλεομένους
22.9215947,40.6514682,15695918,Κλεομένους
22.9220621,40.6515307,15695918,Κλεομένους
22.9223367,40.6515437,15695918,Κλεομένους
22.9226146,40.6515388,15695918,Κλεομένους
22.9199279,40.652889,15695967,Φλέμινγκ
22.9195043,40.6522926,15695967,Φλέμινγκ
22.9193584,40.6520777,15695967,Φλέμινγκ
22.9212643,40.6515513,15696056,Κολοκοτρώνη
22.9209121,40.6511802,15696056,Κολοκοτρώνη
22.9206194,40.6508717,15696056,Κολοκοτρώνη
22.9202712,40.6505052,15696056,Κολοκοτρώνη
22.9211161,40.6503162,15696157,
22.9217016,40.650033,15696157,
22.9221222,40.6498116,15696157,
22.9223367,40.6497464,15696157,
22.9225631,40.6497415,15696157,
22.9245903,40.6510355,15696223,Πατρόκλου
22.9242633,40.6504849,15696223,Πατρόκλου
22.9239773,40.6500536,15696223,Πατρόκλου
22.9241649,40.6540703,15696284,Γιαννακοπούλου
22.9236328,40.6533345,15696284,Γιαννακοπούλου
22.923015,40.6524357,15696284,Γιαννακοπούλου
22.9317082,40.6631556,15696316,Ιατρού Γωγούση
22.9318661,40.6631935,15696316,Ιατρού Γωγούση
22.9327441,40.6634884,15696316,Ιατρού Γωγούση
22.9219383,40.6592261,15696364,Αλεξ. Παπάγου
22.9223411,40.6589639,15696364,Αλεξ. Παπάγου
22.9238474,40.6582376,15696370,Γενναδίου
22.9240877,40.658498,15696370,Γενναδίου
22.9244138,40.6588496,15696370,Γενναδίου
22.9244224,40.6579576,15696383,Ιπποκράτους
22.9246509,40.6582546,15696383,Ιπποκράτους
22.9248955,40.6585532,15696383,Ιπποκράτους
22.9240877,40.658498,15696398,Ομονοίας
22.9233962,40.658885,15696398,Ομονοίας
22.9246509,40.6582546,15696412,
22.9252457,40.6579801,15696412,
22.9237787,40.6592533,15696433,Γευγελής
22.9234271,40.6589147,15696433,Γευγελής
22.9233962,40.658885,15696433,Γευγελής
22.9230892,40.6585894,15696433,Γευγελής
22.9226641,40.6581802,15696433,Γευγελής
22.922351,40.6578786,15696433,Γευγελής
22.9216608,40.6572141,15696433,Γευγελής
22.9221758,40.6569341,15696461,Λοχαγού Διαμαντή
22.9229346,40.6576211,15696461,Λοχαγού Διαμαντή
22.9241331,40.6580964,15696542,Καλλιβούλου
22.9238174,40.6577679,15696542,Καλλιβούλου
22.923444,40.6584199,15696555,
22.9231178,40.6580162,15696555,
22.9249355,40.6542897,15696585,Π.Π. Γερμανού
22.9259004,40.6538367,15696585,Π.Π. Γερμανού
22.9226156,40.6523752,15696610,
22.9228791,40.6524769,15696610,
22.9225601,40.6525923,15696619,Μεγάλου Αλεξάνδρου
22.9225586,40.6528469,15696619,Μεγάλου Αλεξάνδρου
22.9227467,40.6531726,15696619,Μεγάλου Αλεξάνδρου
22.9229781,40.6535723,15696619,Μεγάλου Αλεξάνδρου
22.9234621,40.654512,15696619,Μεγάλου Αλεξάνδρου
22.9236437,40.6549795,15696619,Μεγάλου Αλεξάνδρου
22.9238862,40.6556584,15696619,Μεγάλου Αλεξάνδρου
22.9239959,40.6559735,15696619,Μεγάλου Αλεξάνδρου
22.9242823,40.6566007,15696619,Μεγάλου Αλεξάνδρου
22.9245471,40.6570284,15696619,Μεγάλου Αλεξάνδρου
22.9248358,40.6574177,15696619,Μεγάλου Αλεξάνδρου
22.925025,40.6576809,15696619,Μεγάλου Αλεξάνδρου
22.9252457,40.6579801,15696619,Μεγάλου Αλεξάνδρου
22.925372,40.6581548,15696619,Μεγάλου Αλεξάνδρου
22.925408,40.6582043,15696619,Μεγάλου Αλεξάνδρου
22.9249803,40.6506646,15696697,Καπετάν Αγρα
22.9257235,40.6516152,15696697,Καπετάν Αγρα
22.9280129,40.6521148,15696720,Παύλου Μελά
22.9271523,40.6526719,15696720,Παύλου Μελά
22.9256412,40.6502283,15696745,Ειδομένης
22.9266335,40.6513394,15696745,Ειδομένης
22.927772,40.6509945,15696768,Σωκράτους
22.9273918,40.6496689,15696768,Σωκράτους
22.9274416,40.6495915,15696768,Σωκράτους
22.9275209,40.649499,15696768,Σωκράτους
22.9276548,40.6491318,15696768,Σωκράτους
22.9302307,40.6495057,15696853,Χαλκοκονδύλη
22.9295809,40.6496162,15696853,Χαλκοκονδύλη
22.9286821,40.6496672,15696853,Χαλκοκονδύλη
22.9286714,40.6497181,15696853,Χαλκοκονδύλη
22.9286345,40.6498682,15696853,Χαλκοκονδύλη
